,Food Name,GI,Serving Size,Carb Serving,GL
392,"Apple & Cinnamon Muesli, Nature’s Source ",59,NaN,20,12
393,"Apple & Cranberry Muesli, Balance",67,NaN,20,13
394,"Bircher Muesli, Apple & Raisin ",66,NaN,20,13
395,"Bircher Muesli, Carman’s Natural ",48,NaN,20,10
396,"Fibre-Rich Muesli, Vogel's Café Style",48,NaN,20,10
397,"Fruit Free Muesli, Carman’s Original ",45,NaN,20,9
398,"Fruit & Muesli, Bürgen® ",51,NaN,20,10
399,"Fruit & Nut Muesli, Carman’s Classic ",50,NaN,20,10
400,Liver Cleansing Muesli ,31,NaN,20,6
401,Muesli,64,NaN,20,13
402,Muesli ,86,NaN,20,17
403,Muesli,66,NaN,20,13
404,"Muesli, fruit",67,NaN,20,13
405,"Muesli, with concentrated fruit juices",62,NaN,20,12
406,"Muesli Gluten Free, Carman’s Deluxe",49,NaN,20,10
407,"Muesli, gluten-free with psyllium",50,NaN,20,10
408,"Muesli, Light, mixed berry & apple flavor, Special K brand",64,NaN,20,13
409,"Muesli, made from steamed rolled oats with dried fruit and nuts, Alpen original",55,NaN,20,11
410,"Muesli, Morning Sun Natural Apricot & Almond",49,NaN,20,10
411,"Muesli, Natural",40,NaN,20,8
412,"Muesli, Natural",57,NaN,20,11
413,"Muesli, Natural Style Original Swiss Formula",62,NaN,20,12
414,"Muesli, Naytura Fruit and Nut",48,NaN,20,10
415,"Muesli, Swiss Bircher",52,NaN,20,10
416,"Muesli, toasted, with nuts",65,NaN,20,13
417,"Muesli, wholewheat",56,NaN,20,11
418,"Muesli, yeast & wheat free",45,NaN,20,9
419,"Rye Muesli, Bürgen® ",41,NaN,20,8
420,"Soy-Lin™ Muesli, Bürgen® ",51,NaN,20,10
421,Whole-grain oat muesli,55,NaN,20,11
422,Herman Brot Chocolate Protein Muesli,35,NaN,20,7
423,Herman Brot Peanut Candy Protein Muesli ,30,NaN,20,6
424,Herman Brot Red Fruits Protein Muesli ,32,NaN,20,6
425,"Instant oats, cooked in microwave for 2.5 min ",76,NaN,20,15
426,"Instant oat porridge, cooked in microwave with water ",82,NaN,20,16
427,"Instant oat cereal porridge, prepared with water",83,NaN,20,17
428,"Instant oat porridge, prepared with water, cooked ",87,NaN,20,17
429,Porridge oats,50,NaN,20,10
430,"Porridge oats, traditional",51,NaN,20,10
431,Porridge oats,55,NaN,20,11
432,"Porridge, Traditional Rolled Oats",57,NaN,20,11
433,Porridge ,58,NaN,20,12
434,"Porridge, Scottish, made with water, cooked in microwave",63,NaN,20,13
435,"Oat porridge made from 0.5-0.6 mm thick rolled oat flakes, cooked for 10 min",76,NaN,20,15
436,"Multigrain porridge, containing rolled oats, wheat, triticale, rye, barley and rice, cooked with water ",55,NaN,20,11
437,"Porridge, made from steel-cut oats, cooked in water",48,NaN,20,10
438,"Porridge, made from steel-cut oats, Moulamein™, cooked in water",51,NaN,20,10
439,"Porridge, made from steel-cut oats, cooked in water ",52,NaN,20,10
440,"Porridge, made from steel-cut oats, cooked in water",53,NaN,20,11
441,"Porridge, made from old-Fashioned Steel Cut Oats, President's Choice® Blue Menu™",57,NaN,20,11
442,"Almond & Cinnamon, Uncle Toby’s® Oats Super Blends Protein, prepared with water",57,NaN,20,11
443,"Cranberry & Chia, Uncle Toby’s® Oats Super Blends Protein, prepared with water",52,NaN,20,10
444,"Multi grain instant oatmeal, Regular and Cinnamon & Spice, President's Choice® Blue Menu™ ",55,NaN,20,11
445,Rice Bubbles™ ,85,NaN,20,17
446,Rice Bubbles™ ,92,NaN,20,18
447,Special K™ ,69,NaN,20,14
448,"Special K™, made from rice ",84,NaN,20,17
449,"Sustain™, Original ",55,NaN,20,11
450,"Sustain™, tested in younger adults (19-32 y)",56,NaN,20,11
451,"Sustain™, tested in older adults (56–86 y)",66,NaN,20,13
452,Vita-Brits™,68,NaN,20,14
453,Weet-Bix™,69,NaN,20,14
454,Weet-Bix™,69,NaN,20,14
455,Whole wheat Goldies™ ,70,NaN,20,14
456,Wheat based cereal biscuits,72,NaN,20,14
457,Wheat flake cereal biscuits,76,NaN,20,15
458,"Good Start™, muesli wheat biscuits",68,NaN,20,14
459,"Hi-Bran Weet-Bix™, wheat biscuits with extra wheat bran",61,NaN,20,12
460,Hi-Bran Weet-Bix™ with soy and linseed,57,NaN,20,11
461,Honey Goldies™,72,NaN,20,14
462,"Lite-Bix™, plain, no added sugar ",70,NaN,20,14
463,Oat bran Weet-Bix™ ,57,NaN,20,11
464,Sultana Goldies™ ,65,NaN,20,13
465,Wheat flake cereal biscuits with 1.4 g Filtered Molasses Concentrate added per 100 g (2.08 g FMC/100 g carbohydrate),72,NaN,20,14
466,Wheat flake cereal biscuits with 2.0 g Filtered Molasses Concentrate added per 100g (2.98 g FMC/100 g carbohydrate),70,NaN,20,14
467,Wheat flakes,73,NaN,20,15
468,All-Bran Fruit 'n Oats™ ,41,NaN,20,8
469,All-Bran Soy 'n Fiber™ ,33,NaN,20,7
470,All-Bran Wheat Flakes™ ,60,NaN,20,12
471,"Bran cereal, high fiber",43,NaN,20,9
472,Coco Pops™ ,77,NaN,20,15
473,Corn Pops™ ,80,NaN,20,16
474,Crunchola Apple & Cinnamon Oat & Fruit,70,NaN,20,14
475,"Energy Mix™, wheat-based flaked cereal ",80,NaN,20,16
476,"Fibre First Multi-Bran Cereal, President's Choice® Blue Menu™ ",56,NaN,20,11
477,Froot Loops™ ,69,NaN,20,14
478,"Frosties™, sugar-coated cornflakes ",55,NaN,20,11
479,"Fruity-Bix™, berry ",113,NaN,20,23
480,Golden Wheats™ ,71,NaN,20,14
481,Goodness Superfoods Fibre Boost Sprinkles ,34,NaN,20,7
482,Grapenuts™ ,75,NaN,20,15
483,Guardian™ ,37,NaN,20,7
484,Guardian™ ,43,NaN,20,9
485,Healthwise™ for bowel health,66,NaN,20,13
486,High-fiber cereal,52,NaN,20,10
487,"Hi-Lite™, containing 55% rolled barley grains",54,NaN,20,11
488,Honey Rice Bubbles™,77,NaN,20,15
489,Honey Smacks™ ,71,NaN,20,14
490,"Hot cereal, Sustagrain, apple & cinnamon ",37,NaN,20,7
491,"Hot cereal, Sustagrain, unflavored",25,NaN,20,5
492,Just Right™,60,NaN,20,12
493,Just Right Just Grains™,62,NaN,20,12
494,Komplete™,48,NaN,20,10
495,Milo® Protein Clusters Cereal,47,NaN,20,9
496,"Mini Wheats™, blackcurrant",72,NaN,20,14
497,Oat 'n Honey Bake™,77,NaN,20,15
498,"Oats, rolled, uncooked",59,NaN,20,12
499,Raisin Bran™,61,NaN,20,12
500,"Soy Tasty™ (flaked grains, soy nuts, dried fruit)",60,NaN,20,12
501,Sultana Bran™,64,NaN,20,13
502,"Ultra-bran™, Vogel's, soy and linseed extruded wheat bran cereal, 30.2 g fiber/100 g",41,NaN,20,8
503,Wheat flakes,73,NaN,20,15
504,Whole-grain protein cereal,49,NaN,20,10
505,"Apricot Breakfast Bar, chewy",85,NaN,20,17
506,"Cereal bar, cranberry flavor",42,NaN,20,8
507,"Cereal bar, hazelnut flavor",33,NaN,20,7
508,"Cereal bar, orange flavor",33,NaN,20,7
509,Crunchy Nut Cornflakes™ bar,72,NaN,20,14
510,"Fruity-Bix™ bar, wheat biscuit cereal with dried fruit and nuts with yoghurt coating",56,NaN,20,11
511,"Fruity-Bix™ bar, wild berry, wheat biscuit cereal and dried fruit covered with yoghurt coating",51,NaN,20,10
512,Hi-Lite™ breakfast bar,53,NaN,20,11
513,K-Time Just Right™ bar,72,NaN,20,14
514,K-Time Strawberry Crunch™ bar,77,NaN,20,15
515,"Muesli breakfast bar, gluten-free ",50,NaN,20,10
516,Rice Bubble Treat™ bar,63,NaN,20,13
517,Sustain™ bar,57,NaN,20,11
518,"Uncle Toby’s® Milk and Oats, Chocolate cereal bar",48,NaN,20,10
519,"Uncle Toby’s® Milk and Oats, Strawberry cereal bar",50,NaN,20,10
520,"Uncle Toby’s® Milk and Oats, Vanilla cereal bar",46,NaN,20,9
521,"Uncle Toby’s® Breakfast Bakes, Apple and Cinnamon",45,NaN,20,9
522,"Uncle Toby’s® Breakfast Bakes, Classic Peanut Butter",47,NaN,20,9
523,"Uncle Toby’s® Breakfast Bakes, Honey Almond",50,NaN,20,10
524,"Uncle Toby’s® Breakfast Bakes, Vanilla & Roasted Cashew",44,NaN,20,9
525,Adlay (Coix lachryma-jobi L),39,NaN,45,18
526,"Adlay, Chinese pearl barley (Coix lachryma-Jobi L.), boiled in water for 28 min",78,NaN,45,35
527,"Barley, Celebrity cultivar (six-rowed, hulled, normal barley; high amylose, medium ß-glucan), whole grain (only the husk was removed), boiled for 25 min",21,NaN,45,9
528,"Barley, Celebrity cultivar (six-rowed, hulled, normal barley; high amylose, medium ß-glucan), pot pearled (all of the bran and most of the germ removed), boiled for 30 min",22,NaN,45,10
529,"Barley, CDC Fibar cultivar (two-rowed, hull-less, waxy barley; low amylose, high ß-glucan) whole grain (only the husk was removed), boiled for 25 min",22,NaN,45,10
530,"Barley, GB cultivar (two-rowed, hulled, normal barley), whole grain (only the husk was removed), boiled for 25 min",24,NaN,45,11
531,"Barley, pot, boiled in salted water 20 min",25,NaN,45,11
532,"Barley, Celebrity cultivar (six-rowed, hulled, normal barley; high amylose, medium ß-glucan), commercial pearled (some bran and germ were also removed), boiled for 25 min",25,NaN,45,11
533,"Barley, Celebrity cultivar (six-rowed, hulled, normal barley; high amylose, medium ß-glucan) whole grain (only the husk was removed), boiled for 25 min",25,NaN,45,11
534,"Barley, Rattan cultivar (two-rowed, hull-less, waxy barley), whole grain (only the husk was removed), boiled for 25 min",26,NaN,45,12
535,"Barley, Kawathra cultivar (six-rowed, hulled, normal barley), whole grain (only the husk was removed), boiled for 25 min",28,NaN,45,13
536,"Barley, Chief cultivar (two-rowed, hulled, normal barley), whole grain (only the husk was removed), boiled for 25 min",29,NaN,45,13
537,"Barley, AC Alberta cultivar (two-rowed, hull-less, normal barley), whole grain (only the husk was removed), boiled for 25 min",29,NaN,45,13
538,"Barley, CDC Fibar cultivar (two-rowed, hull-less, waxy barley; low amylose, high ß-glucan) white pearled (all of the bran and most of the germ and crease removed), boiled for 30 min",30,NaN,45,14
539,"Barley, AC Parkhill cultivar (two-rowed, hulled, normal barley; high amylose, low ß-glucan) whole grain (only the husk was removed), boiled for 25 min",30,NaN,45,14
540,"Barley, Celebrity cultivar (six-rowed, hulled, normal barley; high amylose, medium ß-glucan), white pearled (all of the bran and most of the germ and crease removed), boiled for 30 min",32,NaN,45,14
541,"Barley, Celebrity cultivar (six-rowed, hulled, normal barley; high amylose, medium ß-glucan) white pearled (all of the bran and most of the germ and crease removed), boiled for 30 min",33,NaN,45,15
542,"Barley, pot, boiled ",35,NaN,45,16
543,"Barley, pot, boiled",33,NaN,45,15
544,"Barley, AC Klinck cultivar (six-rowed, hulled, normal barley), whole grain (only the husk was removed), boiled for 25 min",36,NaN,45,16
545,"Barley, AC Parkhill cultivar (two-rowed, hulled, normal barley; high amylose, low ß-glucan) white pearled (all of the bran and most of the germ and crease removed), boiled for 30 minboiled for 30 min",41,NaN,45,18
546,"Barley, pearled",58,NaN,45,26
547,"Barley tempe (prepared by Lantmännen R&D from whole barley grains (c.v. Karmosé) with high ß-glucan (6%) and high amylose content (~40%) from Svalöf Weibull AB, Sweden)",30,NaN,45,14
548,"Highland Barley Mixed Flour (20% Highland Barley flour, 80% wheat flour)",63,NaN,45,28
549,Porridge made from pearl barley (15.6 g fiber/100 g) ,44,NaN,45,20
550,Porridge made from pearl barley (15.6 g fiber/100 g),39,NaN,45,18
551,Porridge made from organic barley grain (9.6 g fiber/100 g),50,NaN,45,23
552,Porridge made from organic barley grain (9.6 g fiber/100 g),43,NaN,45,19
553,Corn granules,52,NaN,45,23
554,Cornmeal porridge,68,NaN,45,31
555,"100% waxy corn starch (Amioca™ powder, Ingredion), prepared as a gel with water, heated in microwave for 90 sec",92,NaN,45,41
556,"100% waxy corn starch (Ultra-Sperse™powder, Ingredion), prepared as a gel with water, heated in microwave for 90 sec",101,NaN,45,45
557,"Sweet corn, cooked in microwave for 1.5 min",51,NaN,45,23
558,"Sweet corn, cooked",55,NaN,45,25
559,"Couscous, rehydrated with hot water",65,NaN,45,29
560,"Pearl couscous (Israeli couscous), rehydrated with hot water",52,NaN,45,23
561,"Pearl couscous (Israeli couscous), whole wheat, rehydrated with hot water",53,NaN,45,24
562,"Foxtail millet, cooked (millet:water ratio 1:1.5)",64,NaN,45,29
563,"Unpolished little millet, plain cooked",89,NaN,45,40
564,"Unpolished foxtail millet, plain cooked ",89,NaN,45,40
565,Foxtail millet porridge (millet:water ratio 1:9),94,NaN,45,42
566,"Oat tempe (prepared by Lantmännen R&D from whole oat grains (c.v. Betania) with high ß-glucan content (6%) from Svalöf Weibull AB, Sweden)",63,NaN,45,28
567,"Quinoa, white, cooked in boiling water for 15 min",50,NaN,45,23
568,"Quinoa, retort product, Coles Simply Gluten Free Quinoa Cups, microwaved for 70 sec",53,NaN,45,24
569,"Quinoa, cooked, refrigerated, reheated in microwave for 1.5 min",53,NaN,45,24
570,"Quinoa, red, cooked in boiling water for 15 min ",54,NaN,45,24
571,"Quinoa, retort product, Coles Simply Gluten Free Mexican Style Quinoa and Brown Rice Cups, microwaved for 70 sec ",49,NaN,45,22
572,"Rice flour, 10% resistant starch, prepared with boiled water",56,NaN,45,25
573,"Basmati, white, polished, cooked 10 min",50,NaN,45,23
574,Basmati rice ,56,NaN,45,25
575,"Basmati rice, SunRice brand",57,NaN,45,26
576,"Basmati, white, boiled",58,NaN,45,26
577,"Basmati, white, boiled",59,NaN,45,27
578,Basmati rice,60,NaN,45,27
579,Basmati rice,63,NaN,45,28
580,"Basmati, white, boiled, SunRice brand",65,NaN,45,29
581,Basmati rice,66,NaN,45,30
582,Basmati rice,67,NaN,45,30
583,"Basmati, parboiled long grain rice, Maharani brand",52,NaN,45,23
584,"Basmati, brown (unpolished milled basmati rice), cooked for 25 min",75,NaN,45,34
585,"Basmati, white and brown (mixture of 60% white and 40% brown basmati rice), cooked for 25 min",59,NaN,45,27
586,"Basmati with wild rice (mixture of 83% easy-cook basmati and 17% North American wild rice (Zizania palustris L.), cooked 20 min",63,NaN,45,28
587,"Precooked basmati rice in pouch, white, reheated in microwave, Uncle Ben's Express®",57,NaN,45,26
588,"Quick cooking white basmati, cooked 10 min, Uncle Ben's® Superior ",60,NaN,45,27
589,"Basmati, white, express rice, microwaved for 2 min (Uncle Ben’s®)",63,NaN,45,28
590,"Basmati, easy-cook (heat-treated white, polished basmati rice), cooked 15 min",80,NaN,45,36
591,"Doongara, white, cooked in rice cooker",48,NaN,45,22
592,"Doongara, white rice (SunRice CleverRice)",48,NaN,45,22
593,"Doongara, white",53,NaN,45,24
594,"Doongara, white",54,NaN,45,24
595,"Doongara, white",54,NaN,45,24
596,"Doongara rice, cooked in rice cooker ",55,NaN,45,25
597,"Doongara rice, cooked in rice cooker ",67,NaN,45,30
598,"Jasmine rice, white Thai (Double FP brand), chewed 15 times",68,NaN,45,31
599,"Jasmine rice, cooked in rice cooker, SunRice brand",68,NaN,45,31
600,"Jasmine rice, steamed for 30 min",76,NaN,45,34
601,"Jasmine Fragrant rice, white, SunRice brand",79,NaN,45,36
602,"Jasmine Fragrant rice, SunRice brand",80,NaN,45,36
603,"Jasmine rice, cooked in rice cooker, SunRice brand",80,NaN,45,36
604,Jasmine long grain rice,82,NaN,45,37
605,Jasmine white rice (Uncle Ben's Jasmine Rice),84,NaN,45,38
606,"Jasmine rice, white Thai (Double FP brand); chewed 30 times",88,NaN,45,40
607,"Jasmine Fragrant rice, white, SunRice brand",89,NaN,45,40
608,"Jasmine rice (Double FP Thai Hom Mali premium quality fragrant rice, Thailand) ",90,NaN,45,41
609,"Jasmine rice (Double FP Thai Hom Mali premium quality fragrant rice, Thailand) ",91,NaN,45,41
610,"Jasmine rice (Double FP Thai Hom Mali premium quality fragrant rice, Thailand) ",92,NaN,45,41
611,"Rice, white, Thai Hom Mali fragrant rice, cooked in rice cooker",96,NaN,45,43
612,"Jasmine rice, Jazzmen, cooked in rice cooker",106,NaN,45,48
613,"Jasmine rice, white, cooked in rice cooker",109,NaN,45,49
614,"Jasmine rice, Mahatma, cooked in rice cooker ",115,NaN,45,52
615,"Jasmine rice, Reindeer, cooked in rice cooker",116,NaN,45,52
616,"Brown Doongara rice, SunRice brand",51,NaN,45,23
617,"Brown Doongara rice, SunRice brand",54,NaN,45,24
618,"Brown rice, boiled in excess water for 25 min, SunRice brand",72,NaN,45,32
619,Brown rice,87,NaN,45,39
620,"Brown rice, SunRice brand",65,NaN,45,29
621,"Brown rice, SunRice brand",78,NaN,45,35
622,"Brown rice, variety Tai Ken #9; Oryza sativa L. japonica, soaked overnight and cooked in a rice cooker",58,NaN,45,26
623,"Brown rice (0% polished), prepared from the Indian rice variety ""Bapatla"" (BPT-5204), pressure cooked for 8 min",58,NaN,45,26
624,"Brown Rice, Uncle Ben's® Ready Whole Grain (pouch)",48,NaN,45,22
625,"Brown & Wild, Uncle Ben's® Ready Whole Grain  Medley™ (pouch)",45,NaN,45,20
626,"Chicken Flavored Brown Rice, Uncle Ben's® Ready Whole Grain (pouch)",46,NaN,45,21
627,"Medium Grain Brown Rice in 90 sec, microwaved on high, SunRice brand ",59,NaN,45,27
628,"Long grain, white (Uncle Ben’s)",56,NaN,45,25
629,"Premium long grain, white, SunRice brand",59,NaN,45,27
630,"Long grain, white, boiled 7 min (Star bran)",64,NaN,45,29
631,"Long grain, boiled (Star Brand)",69,NaN,45,31
632,"Long grain, boiled (Star Brand)",76,NaN,45,34
633,"Long-grain rice (Indica-type long-grain rice, polished), cooked 15 min",47,NaN,45,21
634,"Long grain, easy-cook (heat-treated white polished long-grain rice), cooked 15 min",47,NaN,45,21
635,"DGI SunRice Low GI Rice, heated in microwave (Imported by Methuselah Shanghai Medical Technology from SunRice Australia) ",49,NaN,45,22
636,"Instant Doongara, white, cooked 5 min",94,NaN,45,42
637,"Instant rice, white, cooked 3 min",46,NaN,45,21
638,"Instant rice, white, cooked 6 min",87,NaN,45,39
639,"Long grain, white, pre-cooked, microwaved 2 min (Express Rice, plain, Uncle Ben's)",52,NaN,45,23
640,"Long grain, white, cooked in microwave for 90 sec (Uncle Ben’s®)",59,NaN,45,27
641,"Long Grain White Rice in 90 Seconds, microwaved, SunRice brand, ",76,NaN,45,34
642,"Long Grain White Rice, steamed rice, heated in microwave for 40 sec (SunRice® brand)",45,NaN,45,20
643,"Long Grain & Wild, Uncle Ben's® Ready Rice (pouch)",49,NaN,45,22
644,"Original Long Grain, Uncle Ben's® Ready Rice pouch)",48,NaN,45,22
645,"Rice, parboiled, pre-cooked, ready to eat (Riso Blond Espresso)",67,NaN,45,30
646,"Steamed Low GI White Rice (SunRice® brand), heated in microwave",52,NaN,45,23
647,"Arborio, risotto rice, boiled (SunRice brand)",69,NaN,45,31
648,"Medium grain white rice, boiled 12 min (Sun Rice brand)",75,NaN,45,34
649,Moolgiri white rice,54,NaN,45,24
650,"White rice, NS",83,NaN,45,37
651,"White rice, fully polished, prepared from the Indian rice variety ""Bapatla"" (BPT-5204), pressure cooked for 18 min",80,NaN,45,36
652,"White rice, Carnaroli, regular",64,NaN,45,29
653,"White rice, Ponni, cooked in rice cooker for 33 min",70,NaN,45,32
654,"White rice, Ponni, refined, harvested 2013, pressure-cooked for 30 min",81,NaN,45,36
655,"White rice, Ponni, refined, harvested 2014, pressure-cooked for 30 min",77,NaN,45,35
656,"White rice, Sona Masuri variety, cooked in rice cooker for 35 min",72,NaN,45,32
657,"White rice, Surti Kolam variety, cooked in rice cooker for 32 min",77,NaN,45,35
658,"Rice porridge, made with Jasmine rice, steamed for 40 min",80,NaN,45,36
659,"Rice porridge, NS ",66,NaN,45,30
660,"Rice porridge, NS",69,NaN,45,31
661,"Rice porridge, NS",88,NaN,45,40
662,"Rice porridge, made from rice bran",19,NaN,45,9
663,"Rice porridge, made from black rice",42,NaN,45,19
664,"Rice porridge, made from sticky rice",65,NaN,45,29
